cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
195926	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
5274	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
200062	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
105064	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
38869	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
3611	Benzenoids	Benzene and substituted derivatives	Aniline and substituted anilines	unclassified	Aniline and substituted anilines
54418	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
38085	unclassified	unclassified	unclassified	unclassified	unclassified
239352	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
33096	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
13287	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
184800	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	3-hydroxysteroids	3-hydroxysteroids
7462	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	unclassified	Fatty amides
195934	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
34707	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
26443	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
3512	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
104087	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
111244	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
173970	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
11054	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
39162	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
211892	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
86054	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
18323	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
8474	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid esters	Carboxylic acid esters
173950	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
14106	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
8081	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
4531	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
235279	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
11604	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
9104	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
2779	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
1956	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
61725	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids	Carotenoids	Xanthophylls
187120	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
287376	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
3026	Organic nitrogen compounds	Organonitrogen compounds	Amines	Primary amines	Primary amines
212660	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
179189	unclassified	unclassified	unclassified	unclassified	unclassified
98222	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
146784	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
166541	Organic acids and derivatives	Organic carbonic acids and derivatives	unclassified	unclassified	Organic carbonic acids and derivatives
18554	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
263814	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
77158	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
234344	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
11964	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
3274	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
3549	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
11653	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
110441	Organic acids and derivatives	Organic sulfuric acids and derivatives	unclassified	unclassified	Organic sulfuric acids and derivatives
104280	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
23539	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	3-hydroxysteroids	3-hydroxysteroids
55120	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Trialkylamines
9393	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
3855	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
89141	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
33553	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
253288	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
179289	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
27342	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
44544	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
37049	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
50134	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
36481	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
71149	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
5382	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
71909	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
69550	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
77259	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
25978	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
78827	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
12606	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
166933	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
46014	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
126707	unclassified	unclassified	unclassified	unclassified	unclassified
227664	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
2328	Organoheterocyclic compounds	Benzimidazoles	unclassified	unclassified	Benzimidazoles
40595	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
225146	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
257888	Benzenoids	Benzene and substituted derivatives	Phenoxy compounds	unclassified	Phenoxy compounds
251237	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
233293	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
82567	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
47735	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
4190	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
81040	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
77609	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
178535	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
139536	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
12639	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
15037	Organic acids and derivatives	Boronic acid derivatives	unclassified	unclassified	Boronic acid derivatives
176987	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
171397	Organoheterocyclic compounds	Diazines	Pyrazines	unclassified	Pyrazines
176274	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
2504	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
18457	Alkaloids and derivatives	unclassified	unclassified	unclassified	Alkaloids and derivatives
5987	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
47189	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
109439	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
2256	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
165522	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
105853	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
77645	Benzenoids	Benzene and substituted derivatives	Diphenylmethanes	unclassified	Diphenylmethanes
29651	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
33738	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
12847	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
130618	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
18035	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
5559	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
2148	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
8693	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
293877	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
67008	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
28110	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
28811	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
319550	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
198675	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
1115	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
78205	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
220801	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
38048	Organic nitrogen compounds	Organonitrogen compounds	Guanidines	unclassified	Guanidines
76304	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
1602	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
7526	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
94223	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters	Acyl CoAs	Acyl CoAs
83912	unclassified	unclassified	unclassified	unclassified	unclassified
84725	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
48377	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
11362	Organic acids and derivatives	Carboxylic acids and derivatives	unclassified	unclassified	Carboxylic acids and derivatives
60871	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
91713	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
96920	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
65768	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
1164	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
168336	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
198871	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
28359	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
18962	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
184820	Organophosphorus compounds	Organothiophosphorus compounds	unclassified	unclassified	Organothiophosphorus compounds
7427	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
31208	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
5863	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Trialkylamines
103814	Organoheterocyclic compounds	Azoles	Thiazoles	unclassified	Thiazoles
280665	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	unclassified	Steroid esters
12008	Organoheterocyclic compounds	Pyridines and derivatives	unclassified	unclassified	Pyridines and derivatives
20923	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
179188	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
52812	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
63262	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
2402	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
4061	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
80400	Organoheterocyclic compounds	Triazines	1,3,5-triazines	Alkoxy-S-triazines	2-methoxy-1,3,5-triazines
73771	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
13302	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
2183	Organoheterocyclic compounds	Azoles	Thiazoles	unclassified	Thiazoles
129958	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
75735	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
7338	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
63135	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
103983	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
131160	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
13153	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
4608	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
60708	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
142043	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
116964	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
76855	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
95332	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
126913	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
50290	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
44124	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	unclassified	Quaternary ammonium salts
63251	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
27336	Organoheterocyclic compounds	Benzimidazoles	unclassified	unclassified	Benzimidazoles
67023	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
77556	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
59960	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
98549	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
4217	Organoheterocyclic compounds	Tetrapyrroles and derivatives	unclassified	unclassified	Tetrapyrroles and derivatives
34735	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
55693	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
9184	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
273652	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
78791	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
209307	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
174824	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
4955	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
47542	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
152906	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
54474	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
205349	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
217917	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	unclassified	Hydroxysteroids
42746	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
43482	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
111069	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
17344	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
161835	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
76654	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
208633	Organic nitrogen compounds	Organonitrogen compounds	Amines	Alkanolamines	1,2-aminoalcohols
184109	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Triacylglycerols
37900	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid esters
253962	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
228271	Organoheterocyclic compounds	Azoles	Tetrazoles	unclassified	Tetrazoles
69988	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
3724	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
178501	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
25488	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
10913	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
152514	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
948	Organohalogen compounds	Alkyl halides	Alkyl fluorides	unclassified	Alkyl fluorides
146663	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
49261	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
5211	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Monosaccharides
26416	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
77860	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
51387	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
104511	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
164509	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
99353	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
103930	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
129667	unclassified	unclassified	unclassified	unclassified	unclassified
47401	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
11618	Benzenoids	Naphthalenes	unclassified	unclassified	Naphthalenes
18330	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
103948	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
4233	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
64979	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
63711	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
23320	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
2014	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
245791	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
11400	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
106869	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
133312	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
196	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	unclassified	Fatty amides
173714	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
139223	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
233861	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
71682	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
130696	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alanine and derivatives
6999	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
18557	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
48975	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
46682	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
15831	Organoheterocyclic compounds	unclassified	unclassified	unclassified	Organoheterocyclic compounds
184130	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
92072	Organosulfur compounds	Thioethers	Aryl thioethers	Alkylarylthioethers	Alkylarylthioethers
14740	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
28426	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
1944	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
96947	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
134393	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Carboxylic acid amides
112716	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
16350	Organic oxygen compounds	Organooxygen compounds	Ethers	Acetals	Ketals
161039	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
14752	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
147225	Organic nitrogen compounds	Organonitrogen compounds	Carboximidamides	unclassified	Carboximidamides
14086	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
5220	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
17750	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
2282	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
37916	Benzenoids	Benzene and substituted derivatives	Halobenzenes	unclassified	Halobenzenes
65093	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
5192	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
12564	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
46164	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
90080	Organohalogen compounds	Organofluorides	unclassified	unclassified	Organofluorides
34057	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
16386	Organoheterocyclic compounds	Tetrapyrroles and derivatives	unclassified	unclassified	Tetrapyrroles and derivatives
30196	Organoheterocyclic compounds	Pyridines and derivatives	3-pyridinecarbonitriles	unclassified	3-pyridinecarbonitriles
3537	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
238319	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
