cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
61503	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
198773	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
28372	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Unsaturated fatty acids	Unsaturated fatty acids
90938	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Branched fatty acids	Methyl-branched fatty acids
34627	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
88704	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
35033	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
34462	Benzenoids	Benzene and substituted derivatives	Benzenesulfonic acids and derivatives	unclassified	Benzenesulfonic acids and derivatives
25576	Phenylpropanoids and polyketides	Coumarins and derivatives	Hydroxycoumarins	7-hydroxycoumarins	7-hydroxycoumarins
1546	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
157437	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
88869	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Pentose phosphates
35580	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Halogenated fatty acids	Halogenated fatty acids
13959	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Dichlorobenzenes
35591	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Cinnamic acid esters	O-cinnamoyl glycosides	O-cinnamoyl glycosides
19985	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	unclassified	Glycosphingolipids
243899	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
87365	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
87251	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
6192	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
88696	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
198324	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Alkyl glycosides	Alkyl glycosides
51861	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives	Quinic acids and derivatives
36768	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
73606	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
50649	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
196120	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
115836	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
13464	unclassified	unclassified	unclassified	unclassified	unclassified
23506	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
60819	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
5298	Organic acids and derivatives	Organic sulfuric acids and derivatives	Sulfuric acid esters	Sulfuric acid monoesters	Sulfuric acid monoesters
34834	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
209222	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
72350	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
3477	Benzenoids	Benzene and substituted derivatives	Phenylacetamides	unclassified	Phenylacetamides
96554	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Pentose phosphates
36939	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
12483	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
35135	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
11259	Organoheterocyclic compounds	Lactams	unclassified	unclassified	Lactams
61032	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
35372	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
59066	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
27222	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
155991	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
213007	Lignans, neolignans and related compounds	Lignan glycosides	unclassified	unclassified	Lignan glycosides
182660	Benzenoids	Phenols	Methoxyphenols	unclassified	Methoxyphenols
21773	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
60165	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
34787	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Gamma-glutamyl peptides
91899	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Very long-chain fatty acids	Very long-chain fatty acids
93968	Organic nitrogen compounds	Organonitrogen compounds	Amines	Aralkylamines	Aralkylamines
45533	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
200870	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
67313	Lipids and lipid-like molecules	Glycerophospholipids	unclassified	unclassified	Glycerophospholipids
36561	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
211	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
56412	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Sophorolipids	Sophorolipids
29783	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives	Quinic acids and derivatives
89317	Nucleosides, nucleotides, and analogues	5'-deoxyribonucleosides	unclassified	unclassified	5'-deoxyribonucleosides
157132	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Pyrimidones	Pyrimidones
183484	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
57829	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Halogenated fatty acids	Halogenated fatty acids
5781	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
39231	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
13434	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Gamma-glutamyl peptides
35151	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
99682	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	14-hydroxysteroids	14-hydroxysteroids
80406	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
55326	unclassified	unclassified	unclassified	unclassified	unclassified
80224	Organic acids and derivatives	Boronic acid derivatives	Boronic acid esters	unclassified	Boronic acid esters
89331	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
4517	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
109373	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclic alcohols and derivatives	Quinic acids and derivatives
46542	unclassified	unclassified	unclassified	unclassified	unclassified
87023	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-3-O-glycosides
34579	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	unclassified	Fatty acyl glycosides
59135	Lignans, neolignans and related compounds	unclassified	unclassified	unclassified	Lignans, neolignans and related compounds
34386	Lipids and lipid-like molecules	Glycerolipids	Glycosylglycerols	unclassified	Glycosylglycerols
61184	unclassified	unclassified	unclassified	unclassified	unclassified
79789	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
85894	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
35107	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
66164	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
214900	unclassified	unclassified	unclassified	unclassified	unclassified
212148	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
54950	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
34642	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
130465	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
72882	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
87165	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	p-Hydroxybenzoic acid esters
201345	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
96197	unclassified	unclassified	unclassified	unclassified	unclassified
35061	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
77799	Organoheterocyclic compounds	Pyrans	Pyranones and derivatives	unclassified	Pyranones and derivatives
9755	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
60946	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
37844	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
22405	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
109303	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
13817	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
757	unclassified	unclassified	unclassified	unclassified	unclassified
200775	Phenylpropanoids and polyketides	Coumarins and derivatives	Hydroxycoumarins	7-hydroxycoumarins	7-hydroxycoumarins
21238	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
172799	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
22012	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Galloyl esters
145465	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	Purine ribonucleoside monophosphates
194757	unclassified	unclassified	unclassified	unclassified	unclassified
61610	Lipids and lipid-like molecules	Prenol lipids	Sesquiterpenoids	Trichothecenes	Trichothecenes
109434	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
18672	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
25388	unclassified	unclassified	unclassified	unclassified	unclassified
83096	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
15610	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
56769	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
34417	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Phenylalanine and derivatives
55548	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glycosides
34674	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
16625	Phenylpropanoids and polyketides	Tannins	Hydrolyzable tannins	unclassified	Hydrolyzable tannins
17313	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
98129	Benzenoids	Phenols	Benzenediols	unclassified	Benzenediols
6285	unclassified	unclassified	unclassified	unclassified	unclassified
44920	Benzenoids	Phenols	Methoxyphenols	unclassified	Methoxyphenols
173386	Benzenoids	Naphthalenes	Naphthalene sulfonic acids and derivatives	Naphthalene sulfonates	Naphthalene sulfonates
120272	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid esters
