cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
34514	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
17929	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Halogenated fatty acids	Halogenated fatty acids
34519	Lipids and lipid-like molecules	Saccharolipids	unclassified	unclassified	Saccharolipids
54063	Benzenoids	Phenols	Benzenediols	Catechols	Catechols
12784	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
61746	Lignans, neolignans and related compounds	Lignan glycosides	unclassified	unclassified	Lignan glycosides
35790	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
141291	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
70549	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
19071	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Oligosaccharides	Oligosaccharides
119937	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
26212	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
50709	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
78584	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	unclassified	Eicosanoids
60130	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Cinnamic acid esters	O-cinnamoyl glycosides	O-cinnamoyl glycosides
165999	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
87236	Lignans, neolignans and related compounds	Lignan glycosides	unclassified	unclassified	Lignan glycosides
14855	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
38995	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
10962	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
36118	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
93381	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
27270	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
57541	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
46205	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
36625	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	Long-chain fatty alcohols	Long-chain fatty alcohols
13767	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Monosaccharides
34377	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
148721	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
61875	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
32021	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
41027	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
34621	Organoheterocyclic compounds	Indoles and derivatives	unclassified	unclassified	Indoles and derivatives
12237	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
57894	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
55543	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
9961	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
16301	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	unclassified	Hydroxysteroids
28867	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
39696	unclassified	unclassified	unclassified	unclassified	unclassified
9183	Organoheterocyclic compounds	Quinolines and derivatives	Quinoline carboxylic acids	unclassified	Quinoline carboxylic acids
30194	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
11194	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
62523	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
29487	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
108813	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
195286	Organoheterocyclic compounds	Benzodioxoles	unclassified	unclassified	Benzodioxoles
15429	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
76854	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
53496	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid O-glycosides
176157	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
185302	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
22664	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
42006	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
71767	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	unclassified	1-hydroxy-2-unsubstituted benzenoids
109	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
88819	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
47746	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
202719	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
61286	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Coumaric acids and derivatives
106949	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides	unclassified	Coumarin glycosides
43544	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
14563	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	Benzoic acid esters
56674	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
3673	Phenylpropanoids and polyketides	Macrolactams	unclassified	unclassified	Macrolactams
14534	Lipids and lipid-like molecules	Fatty Acyls	unclassified	unclassified	Fatty Acyls
95948	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	unclassified	Terpene glycosides
109451	unclassified	unclassified	unclassified	unclassified	unclassified
40493	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
54252	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechin gallates
34461	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
87380	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
21758	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
85091	Nucleosides, nucleotides, and analogues	Pyrimidine nucleosides	unclassified	unclassified	Pyrimidine nucleosides
34770	Lignans, neolignans and related compounds	Arylnaphthalene lignans	unclassified	unclassified	Arylnaphthalene lignans
112199	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
147770	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosyl compounds
34509	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
